pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,act_x,act_y,act_z,new_pos_x,new_pos_y,new_pos_z,new_vel_x,new_vel_y,new_vel_z
0.0,0.0,0.0,0.0,0.0,0.0,0.11777894196532883,-0.09237255412546581,-0.07306206698516422,1.3020041408489311,0.9955593507947488,0.4162277261197654,0.0,0.0,0.0
